entity_id,family,current_url,finding_id,finding_heading,finding_text,evidence_class,severity,scope,status,recommendation,dossier_path
WP-12506,products,https://www.mariwork.ir/shop/darkbrown-mariwork-fabric-color-code113/,WP-12506-F003,,"- id: WP-12506-F003
  severity: P2
  scope: PAGE
  status: BLOCKED
  evidence_class: OBSERVED
  confidence: HIGH
  source_refs: [INPUT:inventory:WP-12506, docs/DATA-SOURCES.md]
  impact: Page-query relationship, live index status and current WP/Woo values are not present in the supplied batch evidence.
  recommendation: INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review; do not attribute queries to this page.
  acceptance_criteria: Any query or indexability conclusion has joined/direct evidence with date range and dimension disclosed.
  google_basis: PROJECT_DECISION
  google_reference: https://support.google.com/webmasters/answer/7576553
  seo_owner_current: NOT_APPLICABLE_FOR_ATTRIBUTION
  seo_owner_target: CONTENT after Second Review
  rank_math_capability_checked: NOT_APPLICABLE_FOR_ATTRIBUTION
  rank_math_path_or_reason_not_used: This is an evidence limitation, not a metadata implementation concern.",OBSERVED,P2,PAGE,BLOCKED,INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review,pages/products/WP-12506.md
WP-12511,products,https://www.mariwork.ir/shop/turquoseblue-mariwork-fabric-color-code114/,WP-12511-F001,,"- id: WP-12511-F001
  severity: P2
  scope: PAGE
  status: CONFIRMED
  evidence_class: OBSERVED
  confidence: HIGH
  source_refs: [INPUT:evidence:WP-12511]
  impact: The supplied meta description appears to end mid-construction at «انتخاب»; no schema types were parsed from the supplied initial HTML, so Product/Offer/variant consistency also remains unverified.
  recommendation: INITIAL — review the description in the approved content/Rank Math owner and validate rendered/source structured data with WooCommerce variant values; no replacement copy is drafted in Round 1.
  acceptance_criteria: Complete description and consistent Product/Offer output, price/currency, availability, image and variant identity are evidenced in the final owner output and family regression set.
  google_basis: GOOGLE_CONSISTENT
  google_reference: https://developers.google.com/search/docs/appearance/snippet
  seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: RANK_MATH if capability is verified
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Installed version/modules and current metadata owner were unavailable.",OBSERVED,P2,PAGE,CONFIRMED,INITIAL — review the description in the approved content/Rank Math owner and validate rendered/source structured data with WooCommerce variant values,pages/products/WP-12511.md
WP-12511,products,https://www.mariwork.ir/shop/turquoseblue-mariwork-fabric-color-code114/,WP-12511-F002,,"- id: WP-12511-F002
  severity: P2
  scope: FAMILY
  status: OPEN
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12511, SYS-008]
  impact: The page uses the repeated fabric-color product heading/navigation pattern; naming consistency and differentiated information gain across the family are not yet measured.
  recommendation: INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.
  acceptance_criteria: Family inventory records meaningful distinctions, approved naming rules, exceptions and a regression set.
  google_basis: GOOGLE_CONSISTENT
  google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
  seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: CONTENT for visible headings; RANK_MATH for approved metadata where capable
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Ownership/configuration was unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.",pages/products/WP-12511.md
WP-12511,products,https://www.mariwork.ir/shop/turquoseblue-mariwork-fabric-color-code114/,WP-12511-F003,,"- id: WP-12511-F003
  severity: P2
  scope: PAGE
  status: BLOCKED
  evidence_class: OBSERVED
  confidence: HIGH
  source_refs: [INPUT:inventory:WP-12511, docs/DATA-SOURCES.md]
  impact: Page-query relationship, live index status and current WP/Woo values are not present in the supplied batch evidence.
  recommendation: INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review; do not attribute queries to this page.
  acceptance_criteria: Any query or indexability conclusion has joined/direct evidence with date range and dimension disclosed.
  google_basis: PROJECT_DECISION
  google_reference: https://support.google.com/webmasters/answer/7576553
  seo_owner_current: NOT_APPLICABLE_FOR_ATTRIBUTION
  seo_owner_target: CONTENT after Second Review
  rank_math_capability_checked: NOT_APPLICABLE_FOR_ATTRIBUTION
  rank_math_path_or_reason_not_used: This is an evidence limitation, not a metadata implementation concern.",OBSERVED,P2,PAGE,BLOCKED,INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review,pages/products/WP-12511.md
WP-12516,products,https://www.mariwork.ir/shop/darkgold-115/,WP-12516-F001,,"- id: WP-12516-F001
  severity: P1
  scope: PAGE
  status: CONFIRMED
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12516, SYS-004]
  impact: No schema types were parsed from the supplied initial HTML; Product/Offer/variant consistency and rich-result eligibility remain unverified.
  recommendation: INITIAL — validate rendered/source structured data and WooCommerce variant values, then use one verified Rank Math/schema owner.
  acceptance_criteria: Product and Offer output, price/currency, availability, image and variant identity are evidenced and consistent with visible content.
  google_basis: GOOGLE_RECOMMENDED
  google_reference: https://developers.google.com/search/docs/appearance/structured-data/product
  seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: RANK_MATH where capable; otherwise documented central integration
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Rank Math configuration and module capability were inaccessible.",MEASURED,P1,PAGE,CONFIRMED,"INITIAL — validate rendered/source structured data and WooCommerce variant values, then use one verified Rank Math/schema owner.",pages/products/WP-12516.md
WP-12516,products,https://www.mariwork.ir/shop/darkgold-115/,WP-12516-F002,,"- id: WP-12516-F002
  severity: P2
  scope: FAMILY
  status: OPEN
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12516, SYS-008]
  impact: The page uses the repeated fabric-color product heading/navigation pattern; naming consistency and differentiated information gain across the family are not yet measured.
  recommendation: INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.
  acceptance_criteria: Family inventory records meaningful distinctions, approved naming rules, exceptions and a regression set.
  google_basis: GOOGLE_CONSISTENT
  google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
  seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: CONTENT for visible headings; RANK_MATH for approved metadata where capable
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Ownership/configuration was unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.",pages/products/WP-12516.md
WP-12516,products,https://www.mariwork.ir/shop/darkgold-115/,WP-12516-F003,,"- id: WP-12516-F003
  severity: P2
  scope: PAGE
  status: BLOCKED
  evidence_class: OBSERVED
  confidence: HIGH
  source_refs: [INPUT:inventory:WP-12516, docs/DATA-SOURCES.md]
  impact: Page-query relationship, live index status and current WP/Woo values are not present in the supplied batch evidence.
  recommendation: INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review; do not attribute queries to this page.
  acceptance_criteria: Any query or indexability conclusion has joined/direct evidence with date range and dimension disclosed.
  google_basis: PROJECT_DECISION
  google_reference: https://support.google.com/webmasters/answer/7576553
  seo_owner_current: NOT_APPLICABLE_FOR_ATTRIBUTION
  seo_owner_target: CONTENT after Second Review
  rank_math_capability_checked: NOT_APPLICABLE_FOR_ATTRIBUTION
  rank_math_path_or_reason_not_used: This is an evidence limitation, not a metadata implementation concern.",OBSERVED,P2,PAGE,BLOCKED,INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review,pages/products/WP-12516.md
WP-12520,products,https://www.mariwork.ir/shop/red-mariwork-fabric-color-code116/,WP-12520-F001,,"- id: WP-12520-F001
  severity: P1
  scope: PAGE
  status: CONFIRMED
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12520, SYS-004]
  impact: No schema types were parsed from the supplied initial HTML; Product/Offer/variant consistency and rich-result eligibility remain unverified.
  recommendation: INITIAL — validate rendered/source structured data and WooCommerce variant values, then use one verified Rank Math/schema owner.
  acceptance_criteria: Product and Offer output, price/currency, availability, image and variant identity are evidenced and consistent with visible content.
  google_basis: GOOGLE_RECOMMENDED
  google_reference: https://developers.google.com/search/docs/appearance/structured-data/product
  seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: RANK_MATH where capable; otherwise documented central integration
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Rank Math configuration and module capability were inaccessible.",MEASURED,P1,PAGE,CONFIRMED,"INITIAL — validate rendered/source structured data and WooCommerce variant values, then use one verified Rank Math/schema owner.",pages/products/WP-12520.md
WP-12520,products,https://www.mariwork.ir/shop/red-mariwork-fabric-color-code116/,WP-12520-F002,,"- id: WP-12520-F002
  severity: P2
  scope: FAMILY
  status: OPEN
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12520, SYS-008]
  impact: The page uses the repeated fabric-color product heading/navigation pattern; naming consistency and differentiated information gain across the family are not yet measured.
  recommendation: INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.
  acceptance_criteria: Family inventory records meaningful distinctions, approved naming rules, exceptions and a regression set.
  google_basis: GOOGLE_CONSISTENT
  google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
  seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: CONTENT for visible headings; RANK_MATH for approved metadata where capable
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Ownership/configuration was unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.",pages/products/WP-12520.md
WP-12520,products,https://www.mariwork.ir/shop/red-mariwork-fabric-color-code116/,WP-12520-F003,,"- id: WP-12520-F003
  severity: P2
  scope: PAGE
  status: BLOCKED
  evidence_class: OBSERVED
  confidence: HIGH
  source_refs: [INPUT:inventory:WP-12520, docs/DATA-SOURCES.md]
  impact: Page-query relationship, live index status and current WP/Woo values are not present in the supplied batch evidence.
  recommendation: INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review; do not attribute queries to this page.
  acceptance_criteria: Any query or indexability conclusion has joined/direct evidence with date range and dimension disclosed.
  google_basis: PROJECT_DECISION
  google_reference: https://support.google.com/webmasters/answer/7576553
  seo_owner_current: NOT_APPLICABLE_FOR_ATTRIBUTION
  seo_owner_target: CONTENT after Second Review
  rank_math_capability_checked: NOT_APPLICABLE_FOR_ATTRIBUTION
  rank_math_path_or_reason_not_used: This is an evidence limitation, not a metadata implementation concern.",OBSERVED,P2,PAGE,BLOCKED,INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review,pages/products/WP-12520.md
WP-12524,products,https://www.mariwork.ir/shop/black-mariwork-fabric-color-code117/,WP-12524-F001,,"- id: WP-12524-F001
  severity: P1
  scope: PAGE
  status: CONFIRMED
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12524, SYS-004]
  impact: No schema types were parsed from the supplied initial HTML; Product/Offer/variant consistency and rich-result eligibility remain unverified.
  recommendation: INITIAL — validate rendered/source structured data and WooCommerce variant values, then use one verified Rank Math/schema owner.
  acceptance_criteria: Product and Offer output, price/currency, availability, image and variant identity are evidenced and consistent with visible content.
  google_basis: GOOGLE_RECOMMENDED
  google_reference: https://developers.google.com/search/docs/appearance/structured-data/product
  seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: RANK_MATH where capable; otherwise documented central integration
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Rank Math configuration and module capability were inaccessible.",MEASURED,P1,PAGE,CONFIRMED,"INITIAL — validate rendered/source structured data and WooCommerce variant values, then use one verified Rank Math/schema owner.",pages/products/WP-12524.md
WP-12524,products,https://www.mariwork.ir/shop/black-mariwork-fabric-color-code117/,WP-12524-F002,,"- id: WP-12524-F002
  severity: P2
  scope: FAMILY
  status: OPEN
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12524, SYS-008]
  impact: The page uses the repeated fabric-color product heading/navigation pattern; naming consistency and differentiated information gain across the family are not yet measured.
  recommendation: INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.
  acceptance_criteria: Family inventory records meaningful distinctions, approved naming rules, exceptions and a regression set.
  google_basis: GOOGLE_CONSISTENT
  google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
  seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: CONTENT for visible headings; RANK_MATH for approved metadata where capable
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Ownership/configuration was unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.",pages/products/WP-12524.md
WP-12524,products,https://www.mariwork.ir/shop/black-mariwork-fabric-color-code117/,WP-12524-F003,,"- id: WP-12524-F003
  severity: P2
  scope: PAGE
  status: BLOCKED
  evidence_class: OBSERVED
  confidence: HIGH
  source_refs: [INPUT:inventory:WP-12524, docs/DATA-SOURCES.md]
  impact: Page-query relationship, live index status and current WP/Woo values are not present in the supplied batch evidence.
  recommendation: INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review; do not attribute queries to this page.
  acceptance_criteria: Any query or indexability conclusion has joined/direct evidence with date range and dimension disclosed.
  google_basis: PROJECT_DECISION
  google_reference: https://support.google.com/webmasters/answer/7576553
  seo_owner_current: NOT_APPLICABLE_FOR_ATTRIBUTION
  seo_owner_target: CONTENT after Second Review
  rank_math_capability_checked: NOT_APPLICABLE_FOR_ATTRIBUTION
  rank_math_path_or_reason_not_used: This is an evidence limitation, not a metadata implementation concern.",OBSERVED,P2,PAGE,BLOCKED,INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review,pages/products/WP-12524.md
WP-12528,products,https://www.mariwork.ir/shop/blue-mariwork-fabric-color-code118/,WP-12528-F001,,"- id: WP-12528-F001
  severity: P1
  scope: PAGE
  status: CONFIRMED
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12528, SYS-004]
  impact: No schema types were parsed from the supplied initial HTML; Product/Offer/variant consistency and rich-result eligibility remain unverified.
  recommendation: INITIAL — validate rendered/source structured data and WooCommerce variant values, then use one verified Rank Math/schema owner.
  acceptance_criteria: Product and Offer output, price/currency, availability, image and variant identity are evidenced and consistent with visible content.
  google_basis: GOOGLE_RECOMMENDED
  google_reference: https://developers.google.com/search/docs/appearance/structured-data/product
  seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: RANK_MATH where capable; otherwise documented central integration
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Rank Math configuration and module capability were inaccessible.",MEASURED,P1,PAGE,CONFIRMED,"INITIAL — validate rendered/source structured data and WooCommerce variant values, then use one verified Rank Math/schema owner.",pages/products/WP-12528.md
WP-12528,products,https://www.mariwork.ir/shop/blue-mariwork-fabric-color-code118/,WP-12528-F002,,"- id: WP-12528-F002
  severity: P2
  scope: FAMILY
  status: OPEN
  evidence_class: MEASURED
  confidence: MEDIUM
  source_refs: [INPUT:evidence:WP-12528, SYS-008]
  impact: The page uses the repeated fabric-color product heading/navigation pattern; naming consistency and differentiated information gain across the family are not yet measured.
  recommendation: INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.
  acceptance_criteria: Family inventory records meaningful distinctions, approved naming rules, exceptions and a regression set.
  google_basis: GOOGLE_CONSISTENT
  google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
  seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
  seo_owner_target: CONTENT for visible headings; RANK_MATH for approved metadata where capable
  rank_math_capability_checked: BLOCKED_BY_ACCESS
  rank_math_path_or_reason_not_used: Ownership/configuration was unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — assess the complete fabric-color family before any title, H1, copy or link edits.",pages/products/WP-12528.md
WP-12528,products,https://www.mariwork.ir/shop/blue-mariwork-fabric-color-code118/,WP-12528-F003,,"- id: WP-12528-F003
  severity: P2
  scope: PAGE
  status: BLOCKED
  evidence_class: OBSERVED
  confidence: HIGH
  source_refs: [INPUT:inventory:WP-12528, docs/DATA-SOURCES.md]
  impact: Page-query relationship, live index status and current WP/Woo values are not present in the supplied batch evidence.
  recommendation: INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review; do not attribute queries to this page.
  acceptance_criteria: Any query or indexability conclusion has joined/direct evidence with date range and dimension disclosed.
  google_basis: PROJECT_DECISION
  google_reference: https://support.google.com/webmasters/answer/7576553
  seo_owner_current: NOT_APPLICABLE_FOR_ATTRIBUTION
  seo_owner_target: CONTENT after Second Review
  rank_math_capability_checked: NOT_APPLICABLE_FOR_ATTRIBUTION
  rank_math_path_or_reason_not_used: This is an evidence limitation, not a metadata implementation concern.",OBSERVED,P2,PAGE,BLOCKED,INITIAL — obtain joined Page+Query or direct filtered evidence and read-only WP/Woo verification in Second Review,pages/products/WP-12528.md
WP-12532,products,https://www.mariwork.ir/shop/copper-119/,WP-12532-F001,severity: P1,"#### WP-12532-F001
- severity: P1
- scope: PAGE
- status: CONFIRMED
- evidence_class: MEASURED
- confidence: MEDIUM
- source_refs: [INPUT:evidence:WP-12532, registry:SYS-004]
- impact: No schema type was parsed from supplied initial HTML; Product/Offer/variant identity, price/currency, availability, image and visible-data consistency remain unverified.
- recommendation: INITIAL — validate rendered/source structured data and current Woo values; use one verified Rank Math/schema owner and preserve only real visible values.
- acceptance_criteria: Structured-data output, owner and variant/offer values are evidenced and consistent; no unsupported claims are introduced.
- google_basis: GOOGLE_RECOMMENDED
- google_reference: https://developers.google.com/search/docs/appearance/structured-data/product
- seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: RANK_MATH where capable; otherwise documented central integration
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Production Rank Math version/modules and output pipeline inaccessible.",MEASURED,P1,PAGE,CONFIRMED,INITIAL — validate rendered/source structured data and current Woo values,pages/products/WP-12532.md
WP-12532,products,https://www.mariwork.ir/shop/copper-119/,WP-12532-F002,severity: P2,"#### WP-12532-F002
- severity: P2
- scope: FAMILY
- status: OPEN
- evidence_class: MEASURED
- confidence: MEDIUM
- source_refs: [INPUT:evidence:WP-12532, registry:SYS-008]
- impact: Repeated family pattern observed; fabric-color naming consistency and differentiated information gain is not measured in this batch.
- recommendation: INITIAL — inventory the complete family before title, H1, copy or link edits; do not mass-edit from this batch.
- acceptance_criteria: Family inventory records distinctions, approved naming/content rules, exceptions and regression set; Second Review complete.
- google_basis: GOOGLE_CONSISTENT
- google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
- seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: CONTENT for visible content; RANK_MATH for approved metadata where capable
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Ownership/configuration unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — inventory the complete family before title, H1, copy or link edits",pages/products/WP-12532.md
WP-12536,products,https://www.mariwork.ir/shop/magenta-mariwork-fabric-color-code120/,WP-12536-F001,severity: P1,"#### WP-12536-F001
- severity: P1
- scope: PAGE
- status: CONFIRMED
- evidence_class: MEASURED
- confidence: MEDIUM
- source_refs: [INPUT:evidence:WP-12536, registry:SYS-004]
- impact: No schema type was parsed from supplied initial HTML; Product/Offer/variant identity, price/currency, availability, image and visible-data consistency remain unverified.
- recommendation: INITIAL — validate rendered/source structured data and current Woo values; use one verified Rank Math/schema owner and preserve only real visible values.
- acceptance_criteria: Structured-data output, owner and variant/offer values are evidenced and consistent; no unsupported claims are introduced.
- google_basis: GOOGLE_RECOMMENDED
- google_reference: https://developers.google.com/search/docs/appearance/structured-data/product
- seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: RANK_MATH where capable; otherwise documented central integration
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Production Rank Math version/modules and output pipeline inaccessible.",MEASURED,P1,PAGE,CONFIRMED,INITIAL — validate rendered/source structured data and current Woo values,pages/products/WP-12536.md
WP-12536,products,https://www.mariwork.ir/shop/magenta-mariwork-fabric-color-code120/,WP-12536-F002,severity: P2,"#### WP-12536-F002
- severity: P2
- scope: FAMILY
- status: OPEN
- evidence_class: MEASURED
- confidence: MEDIUM
- source_refs: [INPUT:evidence:WP-12536, registry:SYS-008]
- impact: Repeated family pattern observed; fabric-color naming consistency and differentiated information gain is not measured in this batch.
- recommendation: INITIAL — inventory the complete family before title, H1, copy or link edits; do not mass-edit from this batch.
- acceptance_criteria: Family inventory records distinctions, approved naming/content rules, exceptions and regression set; Second Review complete.
- google_basis: GOOGLE_CONSISTENT
- google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
- seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: CONTENT for visible content; RANK_MATH for approved metadata where capable
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Ownership/configuration unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — inventory the complete family before title, H1, copy or link edits",pages/products/WP-12536.md
WP-12541,products,https://www.mariwork.ir/shop/white-mariwork-fabric-color-code121/,WP-12541-F001,severity: P1,"#### WP-12541-F001
- severity: P1
- scope: PAGE
- status: CONFIRMED
- evidence_class: MEASURED
- confidence: MEDIUM
- source_refs: [INPUT:evidence:WP-12541, registry:SYS-004]
- impact: No schema type was parsed from supplied initial HTML; Product/Offer/variant identity, price/currency, availability, image and visible-data consistency remain unverified.
- recommendation: INITIAL — validate rendered/source structured data and current Woo values; use one verified Rank Math/schema owner and preserve only real visible values.
- acceptance_criteria: Structured-data output, owner and variant/offer values are evidenced and consistent; no unsupported claims are introduced.
- google_basis: GOOGLE_RECOMMENDED
- google_reference: https://developers.google.com/search/docs/appearance/structured-data/product
- seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: RANK_MATH where capable; otherwise documented central integration
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Production Rank Math version/modules and output pipeline inaccessible.",MEASURED,P1,PAGE,CONFIRMED,INITIAL — validate rendered/source structured data and current Woo values,pages/products/WP-12541.md
WP-12541,products,https://www.mariwork.ir/shop/white-mariwork-fabric-color-code121/,WP-12541-F002,severity: P2,"#### WP-12541-F002
- severity: P2
- scope: FAMILY
- status: OPEN
- evidence_class: MEASURED
- confidence: MEDIUM
- source_refs: [INPUT:evidence:WP-12541, registry:SYS-008]
- impact: Repeated family pattern observed; fabric-color naming consistency and differentiated information gain is not measured in this batch.
- recommendation: INITIAL — inventory the complete family before title, H1, copy or link edits; do not mass-edit from this batch.
- acceptance_criteria: Family inventory records distinctions, approved naming/content rules, exceptions and regression set; Second Review complete.
- google_basis: GOOGLE_CONSISTENT
- google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
- seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: CONTENT for visible content; RANK_MATH for approved metadata where capable
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Ownership/configuration unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — inventory the complete family before title, H1, copy or link edits",pages/products/WP-12541.md
WP-12541,products,https://www.mariwork.ir/shop/white-mariwork-fabric-color-code121/,WP-12541-F003,severity: P2,"#### WP-12541-F003
- severity: P2
- scope: PAGE
- status: CONFIRMED
- evidence_class: OBSERVED
- confidence: HIGH
- source_refs: [INPUT:inventory:WP-12541]
- impact: Legacy URL redirects to current entity; source mapping is evidenced, but historical value transfer/final migration disposition is not.
- recommendation: INITIAL — retain history and verify source identity, canonical destination and direct-chain behavior before any URL decision; do not infer performance transfer.
- acceptance_criteria: Legacy URL, status, destination, entity mapping and canonical are rechecked with source/date context; no Round-1 redirect change.
- google_basis: GOOGLE_CONSISTENT
- google_reference: https://developers.google.com/search/docs/crawling-indexing/301-redirects
- seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: RANK_MATH if supported; otherwise PLATFORM/server owner
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Redirect ownership/table inaccessible.",OBSERVED,P2,PAGE,CONFIRMED,"INITIAL — retain history and verify source identity, canonical destination and direct-chain behavior before any URL decision",pages/products/WP-12541.md
WP-12544,products,https://www.mariwork.ir/shop/gray_122/,WP-12544-F001,severity: P1,"#### WP-12544-F001
- severity: P1
- scope: PAGE
- status: CONFIRMED
- evidence_class: MEASURED
- confidence: MEDIUM
- source_refs: [INPUT:evidence:WP-12544, registry:SYS-004]
- impact: No schema type was parsed from supplied initial HTML; Product/Offer/variant identity, price/currency, availability, image and visible-data consistency remain unverified.
- recommendation: INITIAL — validate rendered/source structured data and current Woo values; use one verified Rank Math/schema owner and preserve only real visible values.
- acceptance_criteria: Structured-data output, owner and variant/offer values are evidenced and consistent; no unsupported claims are introduced.
- google_basis: GOOGLE_RECOMMENDED
- google_reference: https://developers.google.com/search/docs/appearance/structured-data/product
- seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: RANK_MATH where capable; otherwise documented central integration
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Production Rank Math version/modules and output pipeline inaccessible.",MEASURED,P1,PAGE,CONFIRMED,INITIAL — validate rendered/source structured data and current Woo values,pages/products/WP-12544.md
WP-12544,products,https://www.mariwork.ir/shop/gray_122/,WP-12544-F002,severity: P2,"#### WP-12544-F002
- severity: P2
- scope: FAMILY
- status: OPEN
- evidence_class: MEASURED
- confidence: MEDIUM
- source_refs: [INPUT:evidence:WP-12544, registry:SYS-008]
- impact: Repeated family pattern observed; fabric-color naming consistency and differentiated information gain is not measured in this batch.
- recommendation: INITIAL — inventory the complete family before title, H1, copy or link edits; do not mass-edit from this batch.
- acceptance_criteria: Family inventory records distinctions, approved naming/content rules, exceptions and regression set; Second Review complete.
- google_basis: GOOGLE_CONSISTENT
- google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
- seo_owner_current: CONTENT/UNKNOWN_NEEDS_VERIFICATION
- seo_owner_target: CONTENT for visible content; RANK_MATH for approved metadata where capable
- rank_math_capability_checked: BLOCKED_BY_ACCESS (SYS-001)
- rank_math_path_or_reason_not_used: Ownership/configuration unavailable.",MEASURED,P2,FAMILY,OPEN,"INITIAL — inventory the complete family before title, H1, copy or link edits",pages/products/WP-12544.md
